--ICPC-2n DAT bl 154b file with filename: c:\ICPC-2n-v40-DATTXT_CSV.txt
--(Interncode: V403e) V01-2008-09-22(2008-09-25 12:01:58.603)
--This file is generated by KITH AS  Norway Dr.Terje Sagen 2008-09-25 12:02:59.040
--This file can be downloaded from http://www.kith.no/ICPC2e
--It contains 740 rows
--Columns: ICPC2_Code,Title,Shorttitle,Icd10_DATCODE,Icd10_DATTEXT,ICD_DATCODE_DATTEXT
"X99","Sykdom i kvinnelige kjønnsorgan IKA","Kjønnsorgan sykdom IKA (K)","N948","Andre spesifiserte tilstander med tilknytning til kvinnelige kjønnsorganer og menstruasjonssyklus","N948 Andre spesifiserte tilstander med tilknytning til kvinnelige kjønnsorganer og menstruasjonssyklus"
"Y01","Smerte i penis","Smerte penis","R102","Smerte i bekken og perineum","R102 Smerte i bekken og perineum"
"Y02","Smerte i testikkel/skrotum","Smerte testikkel/skrotum","R102","Smerte i bekken og perineum","R102 Smerte i bekken og perineum"
"Y03","Utflod fra urinrør/penis","Utflod urinrør/penis","R36","Utflod fra urinrøret (urethra)","R36 Utflod fra urinrøret (urethra)"
"Y04","Penis symptomer/plager IKA","Penis symptomer/plager IKA","N489","Uspesifisert penisforstyrrelse","N489 Uspesifisert penisforstyrrelse"
"Y05","Skrotum/testikkel symptomer/plager IKA","Skrotum/testikkel sympt/plager IKA","N509","Uspesifisert forstyrrelse i mannlige kjønnsorganer","N509 Uspesifisert forstyrrelse i mannlige kjønnsorganer"
"Y06","Prostata symptomer/plager","Prostata symptomer/plager","N429","Uspesifisert forstyrrelse i blærehalskjertel","N429 Uspesifisert forstyrrelse i blærehalskjertel"
"Y07","Impotens organisk betinget","Impotens organisk betinget","N484","Impotens med organisk årsak","N484 Impotens med organisk årsak"
"Y08","Seksuelt problem IKA mann","Seksuelt problem IKA (M)","N489","Uspesifisert penisforstyrrelse","N489 Uspesifisert penisforstyrrelse"
"Y10","Infertilitet mann","Infertilitet (M)","N46","Infertilitet hos mann","N46 Infertilitet hos mann"
"Y13","Sterilisering mann","Sterilisering (M)","Z302","Sterilisering","Z302 Sterilisering"
"Y14","Prevensjon IKA mann","Prevensjon IKA (M)","Z308","Annet spesifisert prevensjonstiltak","Z308 Annet spesifisert prevensjonstiltak"
"Y16","Bryst symptomer/plager mann","Bryst symptomer/plager (M)","N645","Andre tegn og symptomer i bryst","N645 Andre tegn og symptomer i bryst"
"Y24","Engstelig for seksuell dysfunksjon mann","Engstelig for seksuell dysfunk (M)","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"Y25","Engstelig for kjønnssykdom mann","Engstelig for kjønnsykdom (M)","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"Y26","Engstelig for kreft i kjønnsorgan mann","Engstelig for kreft kjønnsorgan (M)","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"Y27","Engstelig for sykdom i kjønnsorgan IKA mann","Engstelig for sykd kjønnsorg IKA (M)","Z711","Frykt for lidelse der ingen diagnose er stilt","Z711 Frykt for lidelse der ingen diagnose er stilt"
"Y28","Redusert funksjonsevne pga problem i kjønnsorgan mann","Red funksjonsevne prob kjønnsorg (M)","Z736","Begrensning i aktiviteter grunnet uførhet","Z736 Begrensning i aktiviteter grunnet uførhet"
"Y29","Kjønnsorgan symptomer/plager IKA mann","Kjønnsorgan sympt/plager IKA (M)","N509","Uspesifisert forstyrrelse i mannlige kjønnsorganer","N509 Uspesifisert forstyrrelse i mannlige kjønnsorganer"
"Y70","Syfilis mann","Syfilis (M)","A539","Uspesifisert syfilis","A539 Uspesifisert syfilis"
"Y71","Gonokokkinfeksjon mann","Gonokokkinfeksjon (M)","A549","Uspesifisert gonokokkinfeksjon","A549 Uspesifisert gonokokkinfeksjon"
"Y72","Genital herpesvirusinfeksjon mann","Genital herpesvirusinfeksjon (M)","A609","Uspesifisert anogenital herpesvirusinfeksjon","A609 Uspesifisert anogenital herpesvirusinfeksjon"
"Y73","Prostatitt/vesikulitt","Prostatitt/vesikulitt","N419","Uspesifisert infeksjonssykdom i blærehalskjertel","N419 Uspesifisert infeksjonssykdom i blærehalskjertel"
"Y74","Orkitt/epididymitt","Orkitt/epididymitt","N459","Orkitt, epididymitt og epididymo-orkitt uten abscess","N459 Orkitt, epididymitt og epididymo-orkitt uten abscess"
"Y75","Balanopostitt","Balanopostitt","N481","Balanopostitt","N481 Balanopostitt"
"Y76","Condylomata acuminata mann","Condylomata acuminata (M)","A630","Anogenitale (veneriske) vorter","A630 Anogenitale (veneriske) vorter"
"Y77","Ondartet svulst i prostata","Ondartet svulst prostata","C61","Ondartet svulst i blærehalskjertel (neoplasma malignum prostatae)","C61 Ondartet svulst i blærehalskjertel (neoplasma malignum prostatae)"
"Y78","Ondartet svulst i mannlige kjønnsorgan IKA","Ondartet svulst kjønnsorg IKA (M)","C639","Mannlig kjønnsorgan, uspesifisert","C639 Mannlig kjønnsorgan, uspesifisert"
"Y79","Godartet/uspesifisert svulst i mannlige kjønnsorgan","Godartet/uspes svulst kjønnsorg (M)","D409","Mannlig kjønnsorgan, uspesifisert","D409 Mannlig kjønnsorgan, uspesifisert"
"Y80","Skade i mannlige kjønnsorgan","Skade kjønnsorgan (M)","S379","Skade på uspesifisert bekkenorgan","S379 Skade på uspesifisert bekkenorgan"
"Y81","Fimose/overflødig forhud","Fimose/overflødig forhud","N47","Overflødig forhud, fimose og parafimose","N47 Overflødig forhud, fimose og parafimose"
"Y82","Hypospadi","Hypospadi","Q549","Uspesifisert hypospadi","Q549 Uspesifisert hypospadi"
"Y83","Ikke-descendert testikkel","Ikke-descendert testikkel","Q539","Uspesifisert ikke-descendert testikkel","Q539 Uspesifisert ikke-descendert testikkel"
"Y84","Medfødt feil i mannlige kjønnsorgan IKA","Medfødt feil kjønnsorgan IKA (M)","Q559","Uspesifisert medfødt misdannelse i mannlige kjønnsorganer","Q559 Uspesifisert medfødt misdannelse i mannlige kjønnsorganer"
"Y85","Prostatahyperplasi","Prostatahyperplasi","N40","Prostatahyperplasi","N40 Prostatahyperplasi"
"Y86","Hydrocele","Hydrocele","N433","Uspesifisert hydrocele","N433 Uspesifisert hydrocele"
"Y99","Sykdom i mannlige kjønnsorgan IKA","Kjønnsorgan sykdom IKA (M)","N509","Uspesifisert forstyrrelse i mannlige kjønnsorganer","N509 Uspesifisert forstyrrelse i mannlige kjønnsorganer"
